name,active,comment,info_link,portrait_link
"DULHUNTY, Annie nee McKILLOP",c.1843-1934,Collected for Mueller in NSW,notes,
"DULHUNTY, J.A.",fl. 1940-50,Palynologist,,
"DUMARESQ, Mrs probably Charlotte",fl.1869,Collected for Mueller in Tas,notes,
"DUMONT D'URVILLE, J.S.C.",1770-1840,French naval explorer,notes,portrait
"DUN, W.S.",fl. 1890-1930,"Geologist, palaeobotanist",,
"DUNCAN, Betty Dallas, Mrs*",1922-,Botanist,,
"DUNCAN, Elizabeth Jane later Mrs MORRELL",1865-1949,Collected for Mueller in WA,notes,portrait
"DUNCAN, Peter M.",fl. 1960-80,Engineer,,
"DUNCKLEY, Delysia (Del)",fl. 1980s,Botanical illustrator,notes,
"DUNDAS, Patricia",1952-,Botanical illustrator,notes,portrait
"DUNLOP, Clyde Robert",1946-,"Herbarium botanist, ACT, NT",notes,portrait
"DUNN, Christopher John",1959-,Herbarium technician,notes,
"DUNN, Edward John",1844-1937,Geologist,,
"DUNN, William",1860-fl.1921,Forester,notes,
"DURACK, K.M. and M.P.",,,,
"DUREA, Keith Francis",1905-1975,Business man,notes,
"DURRINGTON, Lorraine Rosebeth",1948-,"Botanist, ecologist, medical practitioner (Qld)",,portrait
"DUTKIEWICZ, Ludwik*",1921-2008,"Botanical illustrator, Adelaide",notes,
"DUTTON, Charles",fl. 1900s,,,
"DUTTON, Francis Staker",1816-1877,"Politician, Premier (S.A.)",,
DUZE,,,,
"DWYER, Joseph Wilfred, Right Rev. Dr",1869-1939,Roman Catholic priest,notes,
"DWYER, Margaret - see: BATES, Daisy May",,,,
"EADES, Lucy nee COYNE",1859-1927,Collected for Mueller in WA,notes,
"EARDLEY, Constance Margaret",1910-1978,"University lecturer, botanist in South Australia",notes,portrait
"EARLE, Augustus",1793-1838,"Artist traveller, painted trees",notes,
"EARP, R.W.",fl. 1960s-70s,,,
"EATON, Alice, later Mrs HEAL",1870-1932,Collected for Mueller in WA,notes,
"EATON, Henry Green",1818-1887,"Lithographer, publican",notes,
"EATON, Mary Ann nee FARMER",1838-1921,Collected for Mueller in WA,notes,
"EATON, Mary Martha Vile, later Mrs  HEAL",1868-1941,Collected for Mueller in WA,notes,
"EAVES, Samuel Hinder",c.1847-1927,,,
"ECKERT, Johann Paul",1861-1924,"Artist, collected around Glenelg River, Vict.",,
"EDDY, Nancy Gilmour, Mrs nee JAMIESON",1916-,,,
"EDELFELDT, E.G.",,,,
"EDGAR, Elizabeth, Dr*",1929-,Botanist,,
"EDGAR, J.S.",fl. 1891-1901,,,
"EDGECOMBE, Walter Brian",1945-,Forester,,
"EDGERLEY, John",c.1814-1849,Nurseryman,notes,
"EDINGER, Daphne Choules, Ms*",1927-,"Entomologist, teacher",,
"EDNIE, Beverley",1931-,Botanical illustrator,,portrait
"EDWARDS, Annie Helen",1859-1950,Collected for Mueller in NSW,notes,
"EDWARDS, Henry",1830-1891,"Actor, botanist, entomologist",,portrait
"EDWARDS, Ivo",fl. 1900S,,,
"EDWARDS, Sydenham",1768-1819,"Welsh botanical illustrator, UK, (never came to Aust.)",notes,
EHRENSVARD,,,,
"EICHLER, Hansj&ouml;rg [Hansjoerg], Dr*",1916-1992,"Botanist, plant taxonomist, writer, herbarium curator, SA, ACT",notes,portrait
"EICHLER, Marlies [Marie-Luise]",1920-2011,"Wife and supporter of Hansj&ouml;rg, botanical philanthropist, SA, ACT, NSW",notes,portrait
"EISENACK, Alfred",1891-1982,"Teacher, palynologist, micropalaeontologist",,
"ELDER, A., Mrs",fl. 1930s,,,
"ELDER, Thomas, Sir",1818-1897,"Pastoralist, explorer, financier of scientific, expeditions",,
"ELIX, John (Jack) Alan, Dr*",1941-,"Botanist, lichenologist, chemist, ANU Canberra",,
"ELKAN, Lesley",1972-,Botanical illustrator,notes,portrait
"ELLEN, H.E.",fl. 1916-17,,,
"ELLIOT, Miss",fl.1895,"Collected for Mueller at Port Elliot, SA",,
"ELLIOT, Winston Rodger*",1941-,"Horticulturist, nurseryman, author, photographer",,
"ELLIOTT, Al",fl. 1888,,,
"ELLIOTT, Dr",fl. 1889,Algae collector,,
"ELLIOTT, F.",fl. c.1900,"Botanical illustrator, lithographer",notes,
"ELLIOTT, W.",fl. 1880s,,,
"ELSEY, John Ravenscroft",1834-1857,"Surgeon, naturalist, explorer",,portrait
"ELSOL, J.A.",fl. 1970s,,,
"ELVIDGE, M.A., see BARKER",,,,
"EMERY, Dianne",1951-,"Botanical artist, b. UK, Aust. since 1967",,
"EMERY, E. Miss probably Emily Jane ^^",fl.1890,Collected for Mueller in Vic,,
"EMMERSON, W.",fl. 1883,,,
"EMMETT, Charles",fl. 1885,,,
"EMMETT, Skelton Buckley",1818-1898,Farmer,,
"ENDRESS, Peter K., Prof*",1942-,Botanist,,
"ENGEL, John Jay, Dr*",1941-,"Botanist, bryologist",,
"ENGELHART, August, Dr",fl. 1890s,"Medical practitioner, algae, collector",,
"ENGELMARK, Thor-Bjorn",fl. 1983,Bryologist,,
"ENGLISH, Albert Chdrles",1861/3-1945,Trader,,
"ENTWISLE, Tim",fl. 1990s,"Botanist, algologist, botanic gardens director",notes,portrait
"EPPS, F.C.",fl. 1950s,Forest officer,,
"ERICKSON, Frederica (Rica) Lucy, nee SANDILANDS*",1908-2009,"Botanist, writer, historian, illustrator, WA",notes,portrait
"ETHERIDGE, Robert Jnr",1847-1920,"Geologist, palaeontologist, ethnologist, author",notes,portrait
"ETTINGHAUSEN, Constantin von",1826-1897,Palaeobotanist,notes,
"EVANS, Mary Cecil (later Mrs Miller)",1863-1905,Collected for Mueller in NSW,notes,
"EVANS, Mary nee JONES",1836-1897,Collected for Mueller in NSW,notes,
"EVANS, Obed David",1889--1975,"Botanist, Uni Sydney, NSW",notes,
"EVANS, Owen Roland",fl. 1970s,Norfolk Island naturalist,notes,portrait
"EVANS, P. Richard, Dr",fl. 1960-80s,Palnologist,,
"EVANS, Terrence John",1950,"Environmental health officer, UK, NSW",notes,
"EVANS, Tydfyl Miss",?-1975,"Watercolour artist, painted eucalypts",notes,
"EVERETT, G.",,,,
"EVERETT, Harry",fl. 1895,,,
"EVERETT, Joy, Ms*",1953-,Botanist,,
"EVERIST, Selwyn Lawrence, Dr",1913-1981,"Government Botanist, toxicologist, author, QLD",notes,portrait
"EWART, Alfred James, Prof.",1872-1937,"Government Botanist, author, VIC",notes,portrait
"EWING, Thomas James, Rev.",1813-1882,"Headmaster, phycologist, naturalist, TAS",notes,
"EXELL, Arthur Wallis",1901-,Botanist,,
"FAGG, Murray Allan*",1947-,"Botanical interpreter, illustrator, photographer, web manager",notes,portrait
"FAIRALL, Arthur Robert",1920-1970,Gardens superintendent,,
"FALCK, Carl Ludwig Ferdinand",1833-1908,Watchmaker,,
"FALLA, R.P.",fl. 1960s,Collected for National Herbarium of Victoria,,
"FANNIN, Peter",1930-,"Botanist (Central Australia), brother of Anne Urban",,
"FANNING, John B.",fl. 1960s-80s,Photographer,,
"FARRELL, S.",fl. pre 1900s,,,
"FARRELLY, Mary Martha nee MALEY",1866-1943,Collected for Mueller in WA,notes,
"FARRER, William James",1845-1906,"Surveyor, wheat breeder",,
"FAULKNER, Joseph, Rev.",1886-1948,Presbyterian minister,notes,
"FAVENC, Ernest",1846-1908,"Explorer, author",,
"FAWCETT, Hugh Charles",1812-1890,Police magistrate,notes,
"FAWCETT, S.G.M., see CARR",,,,
"FEISTMANTEL, Ottokar, Dr",fl. 1870-90,Palaeontologist,,
"FELL, Leonard Armstrong*",1899-,Native plant grower,,
"FELSTEAD, J.",fl. 1870s,,,
"FENTON, G.C.",fl. 1860s,Painted watercolours of flowers in South Australia,,
"FEREDAY, Elizabeth Henty, Miss",fl.1865,Collected for Mueller in Tas.,notes,
"FEREDAY, John, Rev.",1813-1871,Episcopalian minister,notes,
"FEREDAY, Susan",1810-1878,Tasmanian wildflower painter,notes,
"FERGUSON, William",fl. 1856-86,Forest Inspector,,
"FERGUSON, William Hamilton",1861-1957,Geologist,,
"FERNIE, Elizabeth (Eliza)",1832-1906,Collected for Mueller in Vic.,notes,
"FIDDIAN, Judge",,,,
"FIELD, Barron",1786-1846,"Judge, botanist, poet",notes,
"FIELD, Hannah nee ARMITAGE",1863-1945,Collected for Mueller in Qld.,notes,
"FIELD, W.G.",,,,
"FILATOFF, John, Dr",fl. 1960-85,Palynologist,,
"FILSON, Rex Bertram*",1930-,"Botanist, lichenologist, illustrator",notes,portrait
"FINDLAY, James",1821-1905,"Pioneer pastoralist, horse breeder",notes,
"FINSELBACH, W., Dr",fl. 1890s,Pharmaceutical chemist,,
"FIRTH, Miles John",1907-1967,"Agricultural officer, orchidologist",,portrait
"FISCH, Paul",1908-1962,"orchardist, naturalist",,
"FISHER, Eileen, Dr",fl. 1950s,Plant pathologist,,
"FISHER, H.C., Rev.",fl. 1889-90,,,
"FISHER, J.",,,,
"FISHER, R.E., Mrs",fl. 1889-90,"Collected MEL specimens
        at Pleasant Hills, NSW",,
"FISHER, Robert Hilson",1923-2007,"Entomologist in SA, collected butterfly food plants",notes,portrait
"FITCH, John Nugent",1840-1927,"Botanical illustrator, lithographer",notes,
"FITCH, Walter Hood",1817-1892,"Botanical illustrator, lithographer, Britain (not Aust.)",notes,
"FITZALAN, Eugene Fitzherbert Albini",1830-1911,"Nurseryman, seedsman",notes,portrait
"FITZGERALD, Robert David",1830-1892,"Deputy Surveyor-General, botanical artist, orchidologist",notes,portrait
"FITZGERALD, William Vincent",1867-1929,"Forest botanist, explorer",notes,
"FIVEASH, Rosa",1854-1938,Flower painter in SA,notes,portrait
"FLECKER, Hugo, Dr",1884-1957,"Medical practitioner, radiologist",notes,portrait
"FLEMIN, C.J.",fl. 1840-1853,Botanical woodcut engraver,notes,
"FLEMING, James",fl. 1802,"Gardener, botanist",notes,
"FLENTJE, Noel Thomas",1921-1974,"Plant Pathologist, Waite Agricultural Research Institute",,
"FLETCHER, H.O.",,Palaeobotanist,,
"FLETCHER, Joseph James",1850-1926,"Teacher, biologist, librarian NSW",notes,
"FLETCHER, Norman Vyner",1867-1889,Solicitor's clerk,,
"FLETCHER, William",1925-1983,Botanical artist,notes,portrait
"FLIERL, J., Rev.",fl. 1880s,Inland missionary,,
"FLINDERS, Matthew, Capt.",1774-1814,"Navy captain, discoverer, hydrographer",notes,portrait
"FLINT, Ernest",fl. 1880S,,,
"FLOCKTON, Margaret Lilian",1861-1953,"Botanical artist and, illustrator",notes,portrait
"FLOOD, J.A.",fl. 1850s,Expedition collector,,
"FLORIN, Rudolf, Dr",1894-1965,"Botanist, palaeobotanist",,
"FLOYD, Alexander Geoffrey",1926-,"Forester, botanist, ecologist",notes,portrait
"FLYN, R.J.",fl. 1940s-60s,,,
"FOELSCHE, Paul Heinrich Matthias",1831-1914,"Police inspector, magistrate, photographer",notes,portrait
"FOGG, Sarah Ann Miss",1829-1922,"Watercolourist, exhibited Tas wildflower paintings in Paris",,
"FOLSCHE, P.",,,,portrait
"FONSECA, Jose de",fl. 1790s,Botanical engraver,notes,
"FONTLEROY, C.A.",,,,
"FOOT, Ada, Mrsnee PORTUS",1861-1901,Collected plants for Mueller in Qld.,notes,
"FOOTE, Edmund",fl. 1890s,,,
"FORBES, Henry Ogg",1851-1932,"Scientist, explorer, Cocos Island, Indonesia",,portrait
"FORBES, Stephen Julian*",1953-,"Herbarium botanist, ecologist, Vict.",,
"FORD, Nerida Clifton",1926-2006,"Botanist, NSW Herbarium",notes,
"FORDE, Helena, Mrs, nee SCOTT",1832-1910,Botanical illustrator,notes,portrait
"FORDE, Miss",fl. ?,"Collected MEL specimens for Mueller at
      Cape Otway",,
"FORDE, Neville",1933-2018,"Forester, teacher, botanist, ornithologist, Vic, NT, SA.",notes,
"FORDHAM, Fred",1890-1978,"Amateur orchidologist, associate of Rupp",,portrait
"FOREMAN, Donald Bruce*",1945-2004,"Herbarium botanist, NSW, Vict.",notes,portrait
"FORMAN, Francis Gloster",1904-,Geologist,notes,
"FORREST, Alexander",1849-1901,Explorer,notes,portrait
"FORREST, John, Sir First Baron Forrest of Bunbury OE",1847-1918,"Explorer, statesman, Surveyor-General",notes,portrait
"FORREST, Margaret Elvire, Lady nee HAMERSLEY",1845-1929,"Artist, explorer, wife of John Forrest, WA",notes,portrait
"FORSTER, Adam (von Wiarda)",1850-1928,Botanical illustrator,notes,portrait
"FORSTER, Johann George Adam",1754-1794,"Naturalist, librarian, illustrator",notes,portrait
"FORSTER, Johann Reinhold, ",1729-1798,"Naturalist, author",notes,portrait
"FORSTER, Paul Irwin*, Dr",1961-,"Botanist,",notes,portrait
"FORSYTH, Steven",fl. 1980,Palynologist,,
"FORSYTH, William",1864-1910,"Park overseer, horticulturist",,
"FOSBERG, F. Raymond, Dr",fl. 1950s-80s,"Botanist, ecologist",,
"FOSSIER, L.",fl. 1755-1817,"Botanical illustrator, France (never came to Aust.)",notes,
"FOSTER, Everett",1919-,Orchid collector,notes,portrait
"FOSTER, Michael, Sir",1836-1907,,,
"FOX, Alan",fl. 1980-90s,"Conservationist, writer",,portrait
"FOX, John Edward David, Dr",1938-,"Senior Lecturer, ecologist",,
"FOX, Marilyn Dale, Dr*",1946-2002,"Botanist, ecologist",,
"FOYSTER, W.A.",fl. 1884,,,
"FRAME, D.",,,,
"FRANCIS, George William",1800-1865,"Gardens Director, author, botanist",notes,portrait
"FRANCIS, William Douglas",1889-1959,"Government Botanist, author",notes,portrait
"FRANKENBERG, Judy, Mrs",1942-,"Botanist, conservationist",,
"FRANKLIN, Jane, Lady",1792-1875,,notes,portrait
"FRANKLIN, John, Sir",1786-1847,"Governor, Naval Officer, explorer",notes,portrait
"FRANKLYN, Louisa Bessy, later Mrs CLARKE",fl. 1884-89,Collected for Mueller in WA,notes,
"FRASER, Charles Fitzgerald",1883-1951,"Farmer, Roads Board Secretary",,
"FRASER, Charles[sometimes spelt FRAZER]",c.1788-1831,"Colonial Botanist, botanic gardens superintendent, NSW",notes,
"FRASER, Ian",fl. 1990s,"Naturalist and conservationist, ACT",notes,
"FRASER, Lilian Ross, Dr",?1913-,"Ecologist, mycologist",,
"FRASER, Malcolm",1834-1900,"Public servant, Agent General",,
"FRAZER, Charles [usually spelt FRASER]",?1788-1831,"Colonial Botanist, botanic gardens superintendent, NSW",notes,
"FRECKELTON, Douglas",f. 1960s,"Collector, Eyre Peninsular, SA",,
"FREMLIN, Bryony Lynne",1951-,"Author, wildlife photographer, botanical illustrator",notes,
"FRENCH, Charles Hamilton, Jnr",1868-1950,"Naturalist, orchidologist",,
"FRENCH, Charles, Snr",1840-1933,"Government Entomologist, naturalist, orchidologist",notes,portrait
"FRENCH, George, Jnr",fl. 1949,Florist,,
"FRIEDERICH, A. Mrs ('Madam Friederich')",fl. 1887,"Collected for Mueller on Lachlan/Murrumbidgee Rivers, NSW",,
"FRODIN, David",,Botanist,,
"FROGGATT, Walter Wilson",1858-1937,"Entomologist, naturalist",notes,portrait
"FROST, Charles",,Botanist,,
"FUHRER, Bruce Alexander*",1930-,"Photographer, illustrator, mycologist",,
"FULLAGAR, James P.",fl. 1860s-70s,,notes,
"FULLER, Amy Vardy",1869-1944,"Wildflower artist, musician",,
"FULLER, W.J.",,,,
"FUNKE, E.A.",fl. 1915,Botanical lithographer,notes,
"GABRIEL, John",fl. 1890s,,,
"GABRIEL, Joseph",1847-1922,Naturalist,,
"GAFF, Donald Frederick, Dr*",1936-,Botanist,,
"GAGE, Thomas, Sir",1799-1820,,,
"GAIMARD, Paul Joseph ",1799-1858,"Physician, zoologist",,portrait
"GAIN, L.",,,,
"GALBRAITH, Jean, Miss*",1906-1999,"Botanist, author, horticulturist",notes,
"GALE, Mary Ann nee SCOTT",1833-1903,"Collected for Mueller, mainly algae, in WA",notes,
"GALLOWAY, David John",1942-2014,"Lichen collector, biochemist, UK, NZ",notes,portrait
"GARDEN, Joy, [see THOMPSON, Joy]",,,,
"GARDINER, H. George, Dr*",1950-,Agricultural adviser,,
"GARDNER, Charles Austin",1896-1970,"Government Botanist, artist, WA",notes,portrait
"GARGUREVICH, Matteo",1844 1912,Prospector,,
"GARLAND, J.L.",fl. 1857,,,
"GARLAND, James Robert",1840-1915,Lawyer,,
"GARNER, R., Mrs",fl. ? 1947,,,
"GARNET, John Roslyn*",1906-,"Research scientist, naturalist, author",,
"GARRATT, Michael J., Dr",1941-,Geologist,,
"GARRAWAY, R.W., Mrs",fl. early 1900s,Artist,notes,
"GARREAU, Colin A.",fl. 1957-58,Lighthouse keeper,,
"GASTEEN, J.",,,,
"GATES, Alfred Charles Fenner, Rev.",fl. 1901- ext. 1927,Anglican clergyman,,
"GATES, William Fleming",1856-1953,"Teacher, naturalist",,
"GAUBA, Erwin, Dr",1891-1964,botanist,notes,portrait
"GAUCI, Maxim",fl. 1810-1846,Botanical lithographer,notes,
"GAUDICHAUD-BEAUPRE, Charles",1789-1854,Botanist,notes,portrait
"GEBHARDT, A.",fl. 1840-1860,Botanical engraver,notes,
"GEE, Elizabeth, Mrs",fl. 1970s,Naturalist,,
"GEEVES, Kay, Mrs*",1935-,,,
"GEHEEB, Adalbert",1842-1909,Bryologist,,
"GEISSMANN, Hilda (Mrs Herbert Curtis)",1890-1988,"Naturalist, photographer, Queensland",notes,portrait
"GENOVESE, G.R.",fl. 1950s,Botanical artist,,
"GEORGE, Alexander Segger*",1939-,"Botanist, editor",notes,portrait
"GEORGE, Elizabeth (nee Sykes)",1935-2012,"Botanist, Verticordia collector",notes,portrait
"GEORGE, Ivan",,"Orchardist, naturalist",,
"GEORGE, Thomas Edward*",1910-,Teacher with the Victorian Education Department,,
"GEORGE, W.J.",fl. 1902,,,
"GERRARD, S. Miss",fl. 1887,Collected for Mueller in Tas and Vic,,
GESSNER,fl. 1800s,Lichen collector,,
"GIBBONS, Philip Norman*",1942-,,,
"GIBBS, Lilian Suzette, Mrs",1870-1925,Botanist,,
"GIBBS, May",1877-1969,"Author, artist, some botanical illustrations, mostly childrens' cartoons",notes,portrait
"GIBLIN, A.V.",,,,
"GILBERT, G.",fl. 1872,,,
"GILBERT, John",1810-1845,Naturalist,notes,
"GILBERT, Lionel Arthur, Dr*",1924-2015,"Collector, botanist, teacher, botanic gardens historian, NSW",notes,portrait
"GILBERT, Percy Albert",1883-1960,"Naturalist, orchid grower, author and artist",,
"GILES, Alfred",1847-1931,"Explorer, drover, pastoralist (Springvale Stn, NT), plant collector",,
"GILES, Christopher (Junior)",c. 1841-1917,"Surveyor, telegraph stationmaster (Charlotte Waters, NT), plant collector",notes,
"GILES, Christopher (Senior) ^^",1802-1884,"Pastoralist SA (? collected plants), father of both Christopher (Jnr.) and Alfred",,
"GILES, Henry Murray",fl. 1898-1910,Zoo keeper,notes,
"GILES, William",1901-1972,Naturalist,,
"GILES, William Ernest Powell",1835-1897,"Explorer, warden's clerk",notes,portrait
"GILL, Arthur Malcolm",fl. 1960s-70s,Ecologist,,portrait
"GILL, Edmund Dwen",1908-,"Palaeontologist, Museum Director",,
"GILL, Samuel Thomas",1818-1880,"Landscape and portrait artist, SA, Vic.",notes,portrait
"GILL, Walter",1851-1929,"Forests conservator, photographer",notes,portrait
"GILLHAM, Mary Eleanor, Dr",fl. 1959,"Ornithological ecologist, botanist, author",,
"GILRUTH, John Anderson",1871-1937,"Veterinary pathologist, Territory Administrator",,
"GIMSON, Robert",,,,
"GITTINS, Clifford Halliday",1904 -1995,Engineering tradesman,notes,
"GIVEN, David",1943-2005,NZ botanist,notes,portrait
"GLADSTONE, C.",fl. 1970s,Botanical illustrator,notes,
"GLAESSNER, Martin Fritz, Prof.",1906-1989,"Palaeontologist, Vienna, Moscow, PNG, Adelaide",notes,portrait
"GLASS, Joe",fl. 1960s-80s,Photographer,,
"GLEN, Eleanor, (Ellen) Sarah, nee GROVER",1865-1931,"Teacher, postmistress, collected for Mueller in WA",notes,
"GLINDEMAN, August Karl (Alf)",1885-1944,"Bushman, skin seller, orchid collector",notes,
"GLOVER, C.",fl. 1883,,,
"GLOVER, W.K.",fl. 1840s,,,
"GOADBY, Bede Theodoric, Lieut.-Col.",c.1863-1944,"Engineer, orchidologist",,
"GODDEN, G.R.",fl. 1950s,,,
"GODMAN, J.D.C.",,,,
"GOEBEL, Karl Immanuel Eberhard von",1855-1932,"Botanist, physiologist, morphologist",,
"GOESSLING-ST CLOUD, Stanley F.",,"Coppersmith, orchid collector, north Qld",notes,
"GOLDSACK, Harold",fl. 1929-1946,"Orchid collector and illustrator, SA",map,
"GOOD, Peter",?-1803,"Gardener from Kew, died on Flinders' voyage in Investigator",notes,
"GOOD, R.H.",fl. 1950s,,,
"GOOD, Roger Bishop",1944-2015,"Alpine wetland ecologist, conservationist, NSW, ACT",notes,portrait
"GOODACRE, W.A.",fl. 1930s,Botanist,,
"GOODALL, David William, Dr",1914-,"Botanist, ecologist, Edith Cowan University, Drosera specialist",notes,
"GOODBY, G.",,,,
"GOODENOUGH, Samuel, Rev. Dr",1743-1827,Botanist,,
"GOODWIN, Miss",fl. 1869-70,"Collected for Mueller in Tas, probably Sophia Sybella below",,
"GOODWIN, Sophia Sybella",1835-1894,Collected for Mueller in Tas,notes,
"GOODWIN, Thomas Hill, Rev.",1824-1917,Collected along Murray River,,
GOODYEAR,fl. 1909,Lichen collector,,
"GORDON-MILLS, Elizabeth M., Dr*",1943-,Phycologist,,
"GORDON, David Morrice*",1899-,"Grazier, arboriculturist",notes,portrait
"GORDON, Dorothy",,Flower painter,,portrait
"GORDON, E.M. see GORDON-MILLS",,,,
"GORDON, Eric Gifford",c.1910-,"Businessman, orchid collector",,
"GORDON, Hugh Douglas, Prof.*",1912-1978,Botanist,,
"GORDON, Sarah Alice later Mrs CLARK-KENNEDY",1863-1931,Collected for Mueller in Qld,notes,portrait
"GORE, John",-1779,Naval Lieutenant,,
"GOSSE, William Christie",1842-1881,"Explorer, surveyor",notes,portrait
"GOSSET, A.L.J., Miss",fl. 1920s,,,
"GOSTELOW, Ebenizer Edward",1866-1944,"School-teacher, amateur botanical artist",notes,portrait
"GOTT, Beth",fl. 1980s +,Ethnobotanist,,portrait
"GOTTLIEB, H.",fl. 1920s,,,
"GOUDEY, Christopher John*",fl. 1980s,Pteridologist,,
"GOULD, Elizabeth(nee Coxon)",1804-1841,"Artist, wife of John Gould",notes,portrait
"GOULD, John",1804-1881,"Ornithologist, zoologist, artist",notes,portrait
"GOULD, John Henry, Dr",-1855,"Writer, artist",,
"GOULD, Rodney E., Dr",fl. 1960-85,"Palaeobotanist, businessman",,
"GOULD, William Buelow",?1804-1853,"Artist, botanical illustrator, Tas",notes,portrait
"GOUY, de",fl. 1800-1820,Botanical engraver,notes,
"GOY, Doris Alma",1912-1999,Pteridologist,notes,portrait
"GRAFF, Robert",fl. 1887-94,Lithographic artist,notes,
"GRAFTON &amp; ARMIDALE, see SAWYER, W.C.",,,,
"GRAHAM, Beverley",1932-2010,"Flower painter, designer. Vic.",notes,
"GRAHAM, Harold John",1858-1929,"Amateur artist, flower painter, NSW",notes,
"GRAHAM, Joah",? - 2007,Herbarium technician,notes,
"GRAHAM, Thomas",fl. 1820s,Assistant Garden Superintendent,,
"GRANDER, J.",fl.early 1900s,,,
"GRANT, A.N.",,,,
"GRANT, Alexander",1848-1906,Mycologist,,
"GRANT, H.",,,,
"GRANT, James",fl. 1849,Botanical illustrator,notes,
"GRATWICK, W.H.",fl. 1895,,,
"GRAVE, H.",fl. 1880S,,,
"GRAY, Alan Maurice*",1943-,Botanist,notes,
"GRAY, Alfred John",1896-1981,Forest Superintendent,,
"GRAY, Bruce*",1939-,"Botanist, orchid enthusiast, Qld",notes,portrait
"GRAY, Charles",,,,
"GRAY, Christine Evelyn, Miss*",1925-,"Orchidologist, Illustrator",,
